dist|perl-5.31.0.author|perl-5.31.0.distname|perl-5.31.0.distversion|perl-5.31.0.grade|perl-5.31.1.author|perl-5.31.1.distname|perl-5.31.1.distversion|perl-5.31.1.grade
Devel-StackTrace-WithLexicals|SARTAK|Devel-StackTrace-WithLexicals-2.01|2.01|PASS|SARTAK|Devel-StackTrace-WithLexicals-2.01|2.01|PASS
Devel-StrictMode|TOBYINK|Devel-StrictMode-0.003|0.003|PASS|TOBYINK|Devel-StrictMode-0.003|0.003|PASS
Devel-Symdump|ANDK|Devel-Symdump-2.18|2.18|PASS|ANDK|Devel-Symdump-2.18|2.18|PASS
Devel-TakeHashArgs|ZOFFIX|Devel-TakeHashArgs-0.006|0.006|PASS|ZOFFIX|Devel-TakeHashArgs-0.006|0.006|PASS
Devel-ebug|AWWAIID|Devel-ebug-0.59|0.59|PASS|AWWAIID|Devel-ebug-0.59|0.59|PASS
Device-Chip|PEVANS|Device-Chip-0.11|0.11|PASS|PEVANS|Device-Chip-0.11|0.11|PASS
Device-SerialPort|COOK|Device-SerialPort-1.04|1.04|PASS|COOK|Device-SerialPort-1.04|1.04|PASS
Dezi-App|KARMAN|Dezi-App-0.016|0.016|PASS|KARMAN|Dezi-App-0.016|0.016|PASS
Digest-Bcrypt|CAPOEIRAB|Digest-Bcrypt-1.209|1.209|PASS|CAPOEIRAB|Digest-Bcrypt-1.209|1.209|PASS
Digest-CRC|OLIMAUL|Digest-CRC-0.22|0.22.2|PASS|OLIMAUL|Digest-CRC-0.22|0.22.2|PASS
Digest-HMAC|GAAS|Digest-HMAC-1.03|1.03|PASS|GAAS|Digest-HMAC-1.03|1.03|PASS
Digest-JHash|SHLOMIF|Digest-JHash-0.10|0.10|PASS|SHLOMIF|Digest-JHash-0.10|0.10|PASS
Digest-MD2|GAAS|Digest-MD2-2.04|2.04|PASS|GAAS|Digest-MD2-2.04|2.04|PASS
Digest-MD4|MIKEM|Digest-MD4-1.9|1.9|PASS|MIKEM|Digest-MD4-1.9|1.9|PASS
Digest-MD5-File|DMUEY|Digest-MD5-File-0.08|0.08|PASS|DMUEY|Digest-MD5-File-0.08|0.08|PASS
Digest-MD5-M4p|BILLH|Digest-MD5-M4p-0.01|0.01|PASS|BILLH|Digest-MD5-M4p-0.01|0.01|PASS
Digest-Perl-MD5|DELTA|Digest-Perl-MD5-1.9|1.9|PASS|DELTA|Digest-Perl-MD5-1.9|1.9|PASS
Digest-SHA1|GAAS|Digest-SHA1-2.13|2.13|PASS|GAAS|Digest-SHA1-2.13|2.13|PASS
Digest-SHA3|MSHELOR|Digest-SHA3-1.04|1.04|PASS|MSHELOR|Digest-SHA3-1.04|1.04|PASS
Dir-Self|MAUKE|Dir-Self-0.11|0.11|PASS|MAUKE|Dir-Self-0.11|0.11|PASS
Directory-Scratch|ETHER|Directory-Scratch-0.18|0.18|PASS|ETHER|Directory-Scratch-0.18|0.18|PASS
Dispatch-Class|MAUKE|Dispatch-Class-0.02|0.02|PASS|MAUKE|Dispatch-Class-0.02|0.02|PASS
Dist-CheckConflicts|DOY|Dist-CheckConflicts-0.11|0.11|PASS|DOY|Dist-CheckConflicts-0.11|0.11|PASS
Dist-Inkt|TOBYINK|Dist-Inkt-0.024|0.024|PASS|TOBYINK|Dist-Inkt-0.024|0.024|PASS
Dist-Metadata|RWSTAUNER|Dist-Metadata-0.927|0.927|PASS|RWSTAUNER|Dist-Metadata-0.927|0.927|PASS
Dist-Zilla|RJBS|Dist-Zilla-6.012|6.012|PASS|RJBS|Dist-Zilla-6.012|6.012|PASS
Dist-Zilla-App-Command-cover|DOHERTY|Dist-Zilla-App-Command-cover-1.101001|1.101001|PASS|DOHERTY|Dist-Zilla-App-Command-cover-1.101001|1.101001|PASS
Dist-Zilla-App-Command-regenerate|KENTNL|Dist-Zilla-App-Command-regenerate-0.001001|0.001001|PASS|KENTNL|Dist-Zilla-App-Command-regenerate-0.001001|0.001001|PASS
Dist-Zilla-Config-Slicer|RWSTAUNER|Dist-Zilla-Config-Slicer-0.202|0.202|PASS|RWSTAUNER|Dist-Zilla-Config-Slicer-0.202|0.202|PASS
Dist-Zilla-Plugin-AssertOS|BINGOS|Dist-Zilla-Plugin-AssertOS-0.08|0.08|PASS|BINGOS|Dist-Zilla-Plugin-AssertOS-0.08|0.08|PASS
Dist-Zilla-Plugin-Authority|APOCAL|Dist-Zilla-Plugin-Authority-1.009|1.009|PASS|APOCAL|Dist-Zilla-Plugin-Authority-1.009|1.009|PASS
Dist-Zilla-Plugin-AutoMetaResources|AJGB|Dist-Zilla-Plugin-AutoMetaResources-1.21|1.21|PASS|AJGB|Dist-Zilla-Plugin-AutoMetaResources-1.21|1.21|PASS
Dist-Zilla-Plugin-Bootstrap-lib|KENTNL|Dist-Zilla-Plugin-Bootstrap-lib-1.001002|1.001002|PASS|KENTNL|Dist-Zilla-Plugin-Bootstrap-lib-1.001002|1.001002|PASS
Dist-Zilla-Plugin-Bugtracker|MARCEL|Dist-Zilla-Plugin-Bugtracker-1.111080|1.111080|PASS|MARCEL|Dist-Zilla-Plugin-Bugtracker-1.111080|1.111080|PASS
Dist-Zilla-Plugin-BumpVersionAfterRelease|DAGOLDEN|Dist-Zilla-Plugin-BumpVersionAfterRelease-0.018|0.018|PASS|DAGOLDEN|Dist-Zilla-Plugin-BumpVersionAfterRelease-0.018|0.018|PASS
Dist-Zilla-Plugin-ChangelogFromGit|RCAPUTO|Dist-Zilla-Plugin-ChangelogFromGit-0.017|0.017|PASS|RCAPUTO|Dist-Zilla-Plugin-ChangelogFromGit-0.017|0.017|PASS
Dist-Zilla-Plugin-CheckChangeLog|FAYLAND|Dist-Zilla-Plugin-CheckChangeLog-0.05|0.05|PASS|FAYLAND|Dist-Zilla-Plugin-CheckChangeLog-0.05|0.05|PASS
Dist-Zilla-Plugin-CheckChangesHasContent|DAGOLDEN|Dist-Zilla-Plugin-CheckChangesHasContent-0.011|0.011|PASS|DAGOLDEN|Dist-Zilla-Plugin-CheckChangesHasContent-0.011|0.011|PASS
Dist-Zilla-Plugin-CheckExtraTests|DAGOLDEN|Dist-Zilla-Plugin-CheckExtraTests-0.029|0.029|PASS|DAGOLDEN|Dist-Zilla-Plugin-CheckExtraTests-0.029|0.029|PASS
Dist-Zilla-Plugin-CheckIssues|ETHER|Dist-Zilla-Plugin-CheckIssues-0.010|0.010|PASS|ETHER|Dist-Zilla-Plugin-CheckIssues-0.010|0.010|PASS
Dist-Zilla-Plugin-CheckMetaResources|DAGOLDEN|Dist-Zilla-Plugin-CheckMetaResources-0.001|0.001|PASS|DAGOLDEN|Dist-Zilla-Plugin-CheckMetaResources-0.001|0.001|PASS
Dist-Zilla-Plugin-CheckPrereqsIndexed|RJBS|Dist-Zilla-Plugin-CheckPrereqsIndexed-0.020|0.020|PASS|RJBS|Dist-Zilla-Plugin-CheckPrereqsIndexed-0.020|0.020|PASS
Dist-Zilla-Plugin-CheckSelfDependency|ETHER|Dist-Zilla-Plugin-CheckSelfDependency-0.011|0.011|PASS|ETHER|Dist-Zilla-Plugin-CheckSelfDependency-0.011|0.011|PASS
Dist-Zilla-Plugin-CheckStrictVersion|DAGOLDEN|Dist-Zilla-Plugin-CheckStrictVersion-0.001|0.001|PASS|DAGOLDEN|Dist-Zilla-Plugin-CheckStrictVersion-0.001|0.001|PASS
Dist-Zilla-Plugin-CheckVersionIncrement|RTHOMPSON|Dist-Zilla-Plugin-CheckVersionIncrement-0.121750|0.121750|PASS|RTHOMPSON|Dist-Zilla-Plugin-CheckVersionIncrement-0.121750|0.121750|PASS
Dist-Zilla-Plugin-Clean|ALEXBIO|Dist-Zilla-Plugin-Clean-0.07|0.07|PASS|ALEXBIO|Dist-Zilla-Plugin-Clean-0.07|0.07|PASS
Dist-Zilla-Plugin-Config-Git|BBYRD|Dist-Zilla-Plugin-Config-Git-0.92|0.92|PASS|BBYRD|Dist-Zilla-Plugin-Config-Git-0.92|0.92|PASS
Dist-Zilla-Plugin-ConsistentVersionTest|RSRCHBOY|Dist-Zilla-Plugin-ConsistentVersionTest-0.03|0.03|PASS|RSRCHBOY|Dist-Zilla-Plugin-ConsistentVersionTest-0.03|0.03|PASS
Dist-Zilla-Plugin-ContributorsFile|YANICK|Dist-Zilla-Plugin-ContributorsFile-0.3.0|0.3.0|PASS|YANICK|Dist-Zilla-Plugin-ContributorsFile-0.3.0|0.3.0|PASS
Dist-Zilla-Plugin-ContributorsFromGit|RSRCHBOY|Dist-Zilla-Plugin-ContributorsFromGit-0.019|0.019|PASS|RSRCHBOY|Dist-Zilla-Plugin-ContributorsFromGit-0.019|0.019|PASS
Dist-Zilla-Plugin-CopyFilesFromBuild|RTHOMPSON|Dist-Zilla-Plugin-CopyFilesFromBuild-0.170880|0.170880|PASS|RTHOMPSON|Dist-Zilla-Plugin-CopyFilesFromBuild-0.170880|0.170880|PASS
Dist-Zilla-Plugin-CopyFilesFromBuild-Filtered|DAGOLDEN|Dist-Zilla-Plugin-CopyFilesFromBuild-Filtered-0.002|0.002|PASS|DAGOLDEN|Dist-Zilla-Plugin-CopyFilesFromBuild-Filtered-0.002|0.002|PASS
Dist-Zilla-Plugin-CopyFilesFromRelease|ETHER|Dist-Zilla-Plugin-CopyFilesFromRelease-0.006|0.006|PASS|ETHER|Dist-Zilla-Plugin-CopyFilesFromRelease-0.006|0.006|PASS
Dist-Zilla-Plugin-CopyReadmeFromBuild|ROKR|Dist-Zilla-Plugin-CopyReadmeFromBuild-0.0019|0.0019|PASS|ROKR|Dist-Zilla-Plugin-CopyReadmeFromBuild-0.0019|0.0019|PASS
Dist-Zilla-Plugin-GenerateFile-FromShareDir|ETHER|Dist-Zilla-Plugin-GenerateFile-FromShareDir-0.014|0.014|PASS|ETHER|Dist-Zilla-Plugin-GenerateFile-FromShareDir-0.014|0.014|PASS
Dist-Zilla-Plugin-Git|ETHER|Dist-Zilla-Plugin-Git-2.046|2.046|PASS|ETHER|Dist-Zilla-Plugin-Git-2.046|2.046|PASS
Dist-Zilla-Plugin-Git-Contributors|ETHER|Dist-Zilla-Plugin-Git-Contributors-0.035|0.035|PASS|ETHER|Dist-Zilla-Plugin-Git-Contributors-0.035|0.035|PASS
Dist-Zilla-Plugin-Git-Describe|RJBS|Dist-Zilla-Plugin-Git-Describe-0.007|0.007|PASS|RJBS|Dist-Zilla-Plugin-Git-Describe-0.007|0.007|PASS
Dist-Zilla-Plugin-Git-Remote-Check|KENTNL|Dist-Zilla-Plugin-Git-Remote-Check-0.1.2|0.1.2|PASS|KENTNL|Dist-Zilla-Plugin-Git-Remote-Check-0.1.2|0.1.2|PASS
Dist-Zilla-Plugin-GitHub|ETHER|Dist-Zilla-Plugin-GitHub-0.47|0.47|PASS|ETHER|Dist-Zilla-Plugin-GitHub-0.47|0.47|PASS
Dist-Zilla-Plugin-GitHubREADME-Badge|FAYLAND|Dist-Zilla-Plugin-GitHubREADME-Badge-0.28|0.28|PASS|FAYLAND|Dist-Zilla-Plugin-GitHubREADME-Badge-0.28|0.28|PASS
Dist-Zilla-Plugin-GithubMeta|BINGOS|Dist-Zilla-Plugin-GithubMeta-0.58|0.58|PASS|BINGOS|Dist-Zilla-Plugin-GithubMeta-0.58|0.58|PASS
Dist-Zilla-Plugin-HasVersionTests|MARCEL|Dist-Zilla-Plugin-HasVersionTests-1.101420|1.101420|PASS|MARCEL|Dist-Zilla-Plugin-HasVersionTests-1.101420|1.101420|PASS
Dist-Zilla-Plugin-Homepage|MARCEL|Dist-Zilla-Plugin-Homepage-1.101420|1.101420|PASS|MARCEL|Dist-Zilla-Plugin-Homepage-1.101420|1.101420|PASS
Dist-Zilla-Plugin-InsertCopyright|DAGOLDEN|Dist-Zilla-Plugin-InsertCopyright-0.005|0.005|PASS|DAGOLDEN|Dist-Zilla-Plugin-InsertCopyright-0.005|0.005|PASS
Dist-Zilla-Plugin-InstallGuide|ETHER|Dist-Zilla-Plugin-InstallGuide-1.200013|1.200013|PASS|ETHER|Dist-Zilla-Plugin-InstallGuide-1.200013|1.200013|PASS
Dist-Zilla-Plugin-InstallRelease|DOHERTY|Dist-Zilla-Plugin-InstallRelease-0.008|0.008|PASS|DOHERTY|Dist-Zilla-Plugin-InstallRelease-0.008|0.008|PASS
Dist-Zilla-Plugin-MakeMaker-Awesome|ETHER|Dist-Zilla-Plugin-MakeMaker-Awesome-0.48|0.48|PASS|ETHER|Dist-Zilla-Plugin-MakeMaker-Awesome-0.48|0.48|PASS
Dist-Zilla-Plugin-MetaData-BuiltWith|KENTNL|Dist-Zilla-Plugin-MetaData-BuiltWith-1.004005|1.004005|PASS|KENTNL|Dist-Zilla-Plugin-MetaData-BuiltWith-1.004005|1.004005|PASS
Dist-Zilla-Plugin-MetaProvides|KENTNL|Dist-Zilla-Plugin-MetaProvides-2.002004|2.002004|PASS|KENTNL|Dist-Zilla-Plugin-MetaProvides-2.002004|2.002004|PASS
Dist-Zilla-Plugin-MetaProvides-Package|KENTNL|Dist-Zilla-Plugin-MetaProvides-Package-2.004003|2.004003|PASS|KENTNL|Dist-Zilla-Plugin-MetaProvides-Package-2.004003|2.004003|PASS
Dist-Zilla-Plugin-MinimumPerl|APOCAL|Dist-Zilla-Plugin-MinimumPerl-1.006|1.006|PASS|APOCAL|Dist-Zilla-Plugin-MinimumPerl-1.006|1.006|PASS
Dist-Zilla-Plugin-ModuleBuildTiny|LEONT|Dist-Zilla-Plugin-ModuleBuildTiny-0.015|0.015|PASS|LEONT|Dist-Zilla-Plugin-ModuleBuildTiny-0.015|0.015|PASS
Dist-Zilla-Plugin-ModuleBuildTiny-Fallback|ETHER|Dist-Zilla-Plugin-ModuleBuildTiny-Fallback-0.025|0.025|PASS|ETHER|Dist-Zilla-Plugin-ModuleBuildTiny-Fallback-0.025|0.025|PASS
Dist-Zilla-Plugin-MojibakeTests|SYP|Dist-Zilla-Plugin-MojibakeTests-0.8|0.8|PASS|SYP|Dist-Zilla-Plugin-MojibakeTests-0.8|0.8|PASS
Dist-Zilla-Plugin-OurPkgVersion|PLICEASE|Dist-Zilla-Plugin-OurPkgVersion-0.20|0.20|PASS|PLICEASE|Dist-Zilla-Plugin-OurPkgVersion-0.20|0.20|PASS
Dist-Zilla-Plugin-PerlTidy|FAYLAND|Dist-Zilla-Plugin-PerlTidy-0.21|0.21|PASS|FAYLAND|Dist-Zilla-Plugin-PerlTidy-0.21|0.21|PASS
Dist-Zilla-Plugin-Pod2Readme|DAGOLDEN|Dist-Zilla-Plugin-Pod2Readme-0.004|0.004|PASS|DAGOLDEN|Dist-Zilla-Plugin-Pod2Readme-0.004|0.004|PASS
Dist-Zilla-Plugin-PodWeaver|RJBS|Dist-Zilla-Plugin-PodWeaver-4.008|4.008|PASS|RJBS|Dist-Zilla-Plugin-PodWeaver-4.008|4.008|PASS
Dist-Zilla-Plugin-Prepender|ETHER|Dist-Zilla-Plugin-Prepender-2.004|2.004|PASS|ETHER|Dist-Zilla-Plugin-Prepender-2.004|2.004|PASS
Dist-Zilla-Plugin-Prereqs-AuthorDeps|DAGOLDEN|Dist-Zilla-Plugin-Prereqs-AuthorDeps-0.006|0.006|PASS|DAGOLDEN|Dist-Zilla-Plugin-Prereqs-AuthorDeps-0.006|0.006|PASS
Dist-Zilla-Plugin-Prereqs-FromCPANfile|MIYAGAWA|Dist-Zilla-Plugin-Prereqs-FromCPANfile-0.08|0.08|PASS|MIYAGAWA|Dist-Zilla-Plugin-Prereqs-FromCPANfile-0.08|0.08|PASS
Dist-Zilla-Plugin-PromptIfStale|ETHER|Dist-Zilla-Plugin-PromptIfStale-0.055|0.055|PASS|ETHER|Dist-Zilla-Plugin-PromptIfStale-0.055|0.055|PASS
Dist-Zilla-Plugin-ReadmeAnyFromPod|RTHOMPSON|Dist-Zilla-Plugin-ReadmeAnyFromPod-0.163250|0.163250|PASS|RTHOMPSON|Dist-Zilla-Plugin-ReadmeAnyFromPod-0.163250|0.163250|PASS
Dist-Zilla-Plugin-ReadmeFromPod|FAYLAND|Dist-Zilla-Plugin-ReadmeFromPod-0.37|0.37|PASS|FAYLAND|Dist-Zilla-Plugin-ReadmeFromPod-0.37|0.37|PASS
Dist-Zilla-Plugin-ReadmeMarkdownFromPod|RTHOMPSON|Dist-Zilla-Plugin-ReadmeMarkdownFromPod-0.141140|0.141140|PASS|RTHOMPSON|Dist-Zilla-Plugin-ReadmeMarkdownFromPod-0.141140|0.141140|PASS
Dist-Zilla-Plugin-ReportVersions-Tiny|DOLMEN|Dist-Zilla-Plugin-ReportVersions-Tiny-1.12|1.12|PASS|DOLMEN|Dist-Zilla-Plugin-ReportVersions-Tiny-1.12|1.12|PASS
Dist-Zilla-Plugin-Repository|FAYLAND|Dist-Zilla-Plugin-Repository-0.24|0.24|PASS|FAYLAND|Dist-Zilla-Plugin-Repository-0.24|0.24|PASS
Dist-Zilla-Plugin-ReversionOnRelease|MIYAGAWA|Dist-Zilla-Plugin-ReversionOnRelease-0.06|0.06|PASS|MIYAGAWA|Dist-Zilla-Plugin-ReversionOnRelease-0.06|0.06|PASS
Dist-Zilla-Plugin-RewriteVersion-Transitional|ETHER|Dist-Zilla-Plugin-RewriteVersion-Transitional-0.009|0.009|PASS|ETHER|Dist-Zilla-Plugin-RewriteVersion-Transitional-0.009|0.009|PASS
Dist-Zilla-Plugin-Run|ETHER|Dist-Zilla-Plugin-Run-0.048|0.048|PASS|ETHER|Dist-Zilla-Plugin-Run-0.048|0.048|PASS
Dist-Zilla-Plugin-SchwartzRatio|YANICK|Dist-Zilla-Plugin-SchwartzRatio-0.3.3|0.3.3|PASS|YANICK|Dist-Zilla-Plugin-SchwartzRatio-0.3.3|0.3.3|PASS
Dist-Zilla-Plugin-Signature|GBARR|Dist-Zilla-Plugin-Signature-1.100930|1.100930|PASS|GBARR|Dist-Zilla-Plugin-Signature-1.100930|1.100930|PASS
Dist-Zilla-Plugin-StaticInstall|ETHER|Dist-Zilla-Plugin-StaticInstall-0.012|0.012|PASS|ETHER|Dist-Zilla-Plugin-StaticInstall-0.012|0.012|PASS
Dist-Zilla-Plugin-StaticVersion|RTHOMPSON|Dist-Zilla-Plugin-StaticVersion-0.103521|0.103521|PASS|RTHOMPSON|Dist-Zilla-Plugin-StaticVersion-0.103521|0.103521|PASS
Dist-Zilla-Plugin-SurgicalPodWeaver|DROLSKY|Dist-Zilla-Plugin-SurgicalPodWeaver-0.0023|0.0023|PASS|DROLSKY|Dist-Zilla-Plugin-SurgicalPodWeaver-0.0023|0.0023|PASS
Dist-Zilla-Plugin-TaskWeaver|RJBS|Dist-Zilla-Plugin-TaskWeaver-0.101628|0.101628|PASS|RJBS|Dist-Zilla-Plugin-TaskWeaver-0.101628|0.101628|PASS
Dist-Zilla-Plugin-Test-CPAN-Changes|DOHERTY|Dist-Zilla-Plugin-Test-CPAN-Changes-0.012|0.012|PASS|DOHERTY|Dist-Zilla-Plugin-Test-CPAN-Changes-0.012|0.012|PASS
Dist-Zilla-Plugin-Test-CPAN-Meta-JSON|DOHERTY|Dist-Zilla-Plugin-Test-CPAN-Meta-JSON-0.004|0.004|PASS|DOHERTY|Dist-Zilla-Plugin-Test-CPAN-Meta-JSON-0.004|0.004|PASS
Dist-Zilla-Plugin-Test-CheckDeps|ETHER|Dist-Zilla-Plugin-Test-CheckDeps-0.014|0.014|PASS|ETHER|Dist-Zilla-Plugin-Test-CheckDeps-0.014|0.014|PASS
Dist-Zilla-Plugin-Test-CleanNamespaces|ETHER|Dist-Zilla-Plugin-Test-CleanNamespaces-0.006|0.006|PASS|ETHER|Dist-Zilla-Plugin-Test-CleanNamespaces-0.006|0.006|PASS
Dist-Zilla-Plugin-Test-Compile|ETHER|Dist-Zilla-Plugin-Test-Compile-2.058|2.058|PASS|ETHER|Dist-Zilla-Plugin-Test-Compile-2.058|2.058|PASS
Dist-Zilla-Plugin-Test-DistManifest|DOHERTY|Dist-Zilla-Plugin-Test-DistManifest-2.000005|2.000005|PASS|DOHERTY|Dist-Zilla-Plugin-Test-DistManifest-2.000005|2.000005|PASS
Dist-Zilla-Plugin-Test-EOL|ETHER|Dist-Zilla-Plugin-Test-EOL-0.19|0.19|PASS|ETHER|Dist-Zilla-Plugin-Test-EOL-0.19|0.19|PASS
Dist-Zilla-Plugin-Test-Kwalitee|ETHER|Dist-Zilla-Plugin-Test-Kwalitee-2.12|2.12|PASS|ETHER|Dist-Zilla-Plugin-Test-Kwalitee-2.12|2.12|PASS
Dist-Zilla-Plugin-Test-MinimumVersion|ETHER|Dist-Zilla-Plugin-Test-MinimumVersion-2.000010|2.000010|PASS|ETHER|Dist-Zilla-Plugin-Test-MinimumVersion-2.000010|2.000010|PASS
Dist-Zilla-Plugin-Test-NoTabs|ETHER|Dist-Zilla-Plugin-Test-NoTabs-0.15|0.15|PASS|ETHER|Dist-Zilla-Plugin-Test-NoTabs-0.15|0.15|PASS
Dist-Zilla-Plugin-Test-Perl-Critic|ETHER|Dist-Zilla-Plugin-Test-Perl-Critic-3.001|3.001|PASS|ETHER|Dist-Zilla-Plugin-Test-Perl-Critic-3.001|3.001|PASS
Dist-Zilla-Plugin-Test-Pod-Coverage-Configurable|DROLSKY|Dist-Zilla-Plugin-Test-Pod-Coverage-Configurable-0.07|0.07|PASS|DROLSKY|Dist-Zilla-Plugin-Test-Pod-Coverage-Configurable-0.07|0.07|PASS
Dist-Zilla-Plugin-Test-Pod-LinkCheck|RWSTAUNER|Dist-Zilla-Plugin-Test-Pod-LinkCheck-1.004|1.004|PASS|RWSTAUNER|Dist-Zilla-Plugin-Test-Pod-LinkCheck-1.004|1.004|PASS
Dist-Zilla-Plugin-Test-Pod-No404s|RWSTAUNER|Dist-Zilla-Plugin-Test-Pod-No404s-1.004|1.004|PASS|RWSTAUNER|Dist-Zilla-Plugin-Test-Pod-No404s-1.004|1.004|PASS
Dist-Zilla-Plugin-Test-PodSpelling|ETHER|Dist-Zilla-Plugin-Test-PodSpelling-2.007005|2.007005|PASS|ETHER|Dist-Zilla-Plugin-Test-PodSpelling-2.007005|2.007005|PASS
Dist-Zilla-Plugin-Test-Portability|ETHER|Dist-Zilla-Plugin-Test-Portability-2.001000|2.001000|PASS|ETHER|Dist-Zilla-Plugin-Test-Portability-2.001000|2.001000|PASS
Dist-Zilla-Plugin-Test-ReportPrereqs|DAGOLDEN|Dist-Zilla-Plugin-Test-ReportPrereqs-0.027|0.027|PASS|DAGOLDEN|Dist-Zilla-Plugin-Test-ReportPrereqs-0.027|0.027|PASS
Dist-Zilla-Plugin-Test-Synopsis|DOHERTY|Dist-Zilla-Plugin-Test-Synopsis-2.000007|2.000007|PASS|DOHERTY|Dist-Zilla-Plugin-Test-Synopsis-2.000007|2.000007|PASS
Dist-Zilla-Plugin-Test-UnusedVars|DOHERTY|Dist-Zilla-Plugin-Test-UnusedVars-2.000007|2.000007|PASS|DOHERTY|Dist-Zilla-Plugin-Test-UnusedVars-2.000007|2.000007|PASS
Dist-Zilla-Plugin-Test-Version|PLICEASE|Dist-Zilla-Plugin-Test-Version-1.09|1.09|PASS|PLICEASE|Dist-Zilla-Plugin-Test-Version-1.09|1.09|PASS
Dist-Zilla-Plugin-Twitter|DOHERTY|Dist-Zilla-Plugin-Twitter-0.026|0.026|PASS|DOHERTY|Dist-Zilla-Plugin-Twitter-0.026|0.026|PASS
Dist-Zilla-Plugin-VersionFromMainModule|DROLSKY|Dist-Zilla-Plugin-VersionFromMainModule-0.04|0.04|PASS|DROLSKY|Dist-Zilla-Plugin-VersionFromMainModule-0.04|0.04|PASS
Dist-Zilla-PluginBundle-Git-CheckFor|RSRCHBOY|Dist-Zilla-PluginBundle-Git-CheckFor-0.014|0.014|PASS|RSRCHBOY|Dist-Zilla-PluginBundle-Git-CheckFor-0.014|0.014|PASS
Dist-Zilla-PluginBundle-TestingMania|DOHERTY|Dist-Zilla-PluginBundle-TestingMania-0.25|0.25|PASS|DOHERTY|Dist-Zilla-PluginBundle-TestingMania-0.25|0.25|PASS
Dist-Zilla-Plugins-CJM|CJM|Dist-Zilla-Plugins-CJM-6.000|6.000|PASS|CJM|Dist-Zilla-Plugins-CJM-6.000|6.000|PASS
Dist-Zilla-Role-Bootstrap|KENTNL|Dist-Zilla-Role-Bootstrap-1.001004|1.001004|PASS|KENTNL|Dist-Zilla-Role-Bootstrap-1.001004|1.001004|PASS
Dist-Zilla-Role-DynamicConfig|RWSTAUNER|Dist-Zilla-Role-DynamicConfig-1.002|1.002|PASS|RWSTAUNER|Dist-Zilla-Role-DynamicConfig-1.002|1.002|PASS
Dist-Zilla-Role-FileWatcher|ETHER|Dist-Zilla-Role-FileWatcher-0.006|0.006|PASS|ETHER|Dist-Zilla-Role-FileWatcher-0.006|0.006|PASS
Dist-Zilla-Role-MetaCPANInterfacer|BBYRD|Dist-Zilla-Role-MetaCPANInterfacer-0.97|0.97|PASS|BBYRD|Dist-Zilla-Role-MetaCPANInterfacer-0.97|0.97|PASS
Dist-Zilla-Role-ModuleMetadata|ETHER|Dist-Zilla-Role-ModuleMetadata-0.006|0.006|PASS|ETHER|Dist-Zilla-Role-ModuleMetadata-0.006|0.006|PASS
Dist-Zilla-Role-PluginBundle-Merged|BBYRD|Dist-Zilla-Role-PluginBundle-Merged-1.00|1.00|PASS|BBYRD|Dist-Zilla-Role-PluginBundle-Merged-1.00|1.00|PASS
Dist-Zilla-Role-PluginBundle-PluginRemover|RWSTAUNER|Dist-Zilla-Role-PluginBundle-PluginRemover-0.105|0.105|PASS|RWSTAUNER|Dist-Zilla-Role-PluginBundle-PluginRemover-0.105|0.105|PASS
Dist-Zilla-Role-RegisterStash|RSRCHBOY|Dist-Zilla-Role-RegisterStash-0.003|0.003|PASS|RSRCHBOY|Dist-Zilla-Role-RegisterStash-0.003|0.003|PASS
Dist-Zilla-Role-RepoFileInjector|ETHER|Dist-Zilla-Role-RepoFileInjector-0.009|0.009|PASS|ETHER|Dist-Zilla-Role-RepoFileInjector-0.009|0.009|PASS
Dist-Zilla-Role-Stash-Plugins|RWSTAUNER|Dist-Zilla-Role-Stash-Plugins-1.006|1.006|PASS|RWSTAUNER|Dist-Zilla-Role-Stash-Plugins-1.006|1.006|PASS
Dist-Zilla-Stash-PodWeaver|RWSTAUNER|Dist-Zilla-Stash-PodWeaver-1.005|1.005|PASS|RWSTAUNER|Dist-Zilla-Stash-PodWeaver-1.005|1.005|PASS
Dist-Zilla-TravisCI|BBYRD|Dist-Zilla-TravisCI-1.15|1.15|PASS|BBYRD|Dist-Zilla-TravisCI-1.15|1.15|PASS
Dist-Zilla-Util-ConfigDumper|KENTNL|Dist-Zilla-Util-ConfigDumper-0.003009|0.003009|PASS|KENTNL|Dist-Zilla-Util-ConfigDumper-0.003009|0.003009|PASS
Dist-Zilla-Util-Git-Wrapper|KENTNL|Dist-Zilla-Util-Git-Wrapper-0.004002|0.004002|PASS|KENTNL|Dist-Zilla-Util-Git-Wrapper-0.004002|0.004002|PASS
Dist-Zilla-Util-Test-KENTNL|KENTNL|Dist-Zilla-Util-Test-KENTNL-1.005014|1.005014|PASS|KENTNL|Dist-Zilla-Util-Test-KENTNL-1.005014|1.005014|PASS
Dist-Zilla-UtilRole-MaybeZilla|KENTNL|Dist-Zilla-UtilRole-MaybeZilla-0.002000|0.002000|PASS|KENTNL|Dist-Zilla-UtilRole-MaybeZilla-0.002000|0.002000|PASS
Docopt|TOKUHIROM|Docopt-0.03|0.03|PASS|TOKUHIROM|Docopt-0.03|0.03|PASS
Dumbbench|BDFOY|Dumbbench-0.111|0.111|PASS|BDFOY|Dumbbench-0.111|0.111|PASS
DynaLoader-Functions|ZEFRAM|DynaLoader-Functions-0.003|0.003|PASS|ZEFRAM|DynaLoader-Functions-0.003|0.003|PASS
